Attribute	Label	Weight
prev_word.lower():gedempte	I-LOC	0.679798
next_word.lower():romkegracht	I-LOC	0.679798
word.suffix2:RS	B-MISC	0.679622
word.prefix2:PI	B-MISC	0.679482
word.suffix3:zoo	O	0.679347
word.prefix3:Pot	I-PER	0.679117
word.lower():van	B-PER	0.679093
word.prefix2:do	O	0.678693
word.lower():tell	I-ORG	0.678513
word.prefix3:Tel	I-ORG	0.678513
prev_word.lower():wilhelm	I-ORG	0.678513
word.suffix2:ll	I-ORG	0.678049
word.suffix3:ell	I-ORG	0.677954
word.lower():eekens	B-PER	0.67754
word.istitle()	I-ORG	0.677323
word.suffix3:aja	O	0.677139
word.prefix3:Kol	B-PER	0.676809
next_word.lower():laange	O	0.676623
word.isdigit()	I-MISC	0.676045
word.wordshape():x’xxxxx	O	0.675409
word.lower():daip	I-LOC	0.674912
word.lower():groninger	B-MISC	0.674797
prev_word.lower():dij	B-PER	0.67393
prev_word.lower():bundel	B-MISC	0.67307
prev_word.lower():hoogezaand	I-LOC	0.672805
next_word.lower():tweidonkern	B-MISC	0.672782
prev_word.lower():d'	O	0.672734
word.prefix3:Mer	B-PER	0.672574
word.suffix3:end	B-PER	0.672432
word.prefix3:Bon	B-MISC	0.67236
next_word.lower():sapmeer	I-LOC	0.672355
word.lower():eggers	B-PER	0.671594
word.prefix3:Egg	B-PER	0.671594
next_word.lower():tot	B-LOC	0.671545
word.suffix3:Bie	O	0.671158
prev_word.lower():k.	O	0.67112
word.lower():assen	B-LOC	0.671106
word.prefix3:Ass	B-LOC	0.671106
word.lower():ekbatana	B-LOC	0.670795
word.suffix3:ana	B-LOC	0.670795
word.prefix3:Ekb	B-LOC	0.670795
word.prefix3:Twe	I-MISC	0.670579
word.prefix2:Ve	I-ORG	0.670567
word.lower():callenbach	B-PER	0.670111
word.prefix3:Cal	B-PER	0.670111
word.lower():diogenes	B-MISC	0.669663
word.prefix3:Dio	B-MISC	0.669663
word.prefix3:Par	B-LOC	0.669452
word.wordshape():dddd	I-MISC	0.668983
word.lower():joop	B-PER	0.668161
prev_word.lower():januari	I-MISC	0.667909
word.prefix2:bo	O	0.667863
word.suffix3:aik	B-LOC	0.667681
prev_word.lower():provincie	B-LOC	0.667653
word.suffix3:elt	B-LOC	0.667577
next_word.lower():vrouwen	O	0.667382
word.lower():dissepu	O	0.667221
word.suffix3:epu	O	0.667221
word.suffix2:pu	O	0.667221
prev_word.lower():dissepie	O	0.667221
word.lower():zeun	B-MISC	0.667117
word.suffix2:ks	B-PER	0.667033
next_word.lower():zegt	B-MISC	0.666372
prev_word.lower():verteld	B-PER	0.666362
word.wordshape():Xxxxxxxxxxx	I-ORG	0.6656
word.lower():hogentippel	B-LOC	0.665135
word.prefix3:Hog	B-LOC	0.665135
word.suffix3:per	I-PER	0.665011
word.prefix3:Gri	O	0.664702
word.prefix2:Te	B-PER	0.663744
word.suffix3:nte	B-MISC	0.663421
word.lower():fivelingo	B-LOC	0.662843
word.suffix3:ngo	B-LOC	0.662843
word.suffix2:go	B-LOC	0.662843
word.suffix2:re	I-PER	0.661844
word.lower():merie	B-PER	0.661207
word.prefix3:Vil	O	0.660823
word.suffix2:ns	I-PER	0.660813
word.prefix2:Ne	B-LOC	0.660344
prev_word.lower():groninger	I-MISC	0.660314
word.suffix3:ach	B-PER	0.659685
prev_word.lower():glenz	O	0.659653
word.lower():blaauw	B-PER	0.659497
word.lower():neijaorsaovend	B-MISC	0.659188
word.lower():riegen	O	0.658635
word.lower():heils	I-ORG	0.658597
word.lower():pekela	I-LOC	0.658265
word.suffix3:ela	I-LOC	0.658265
word.prefix2:Pa	B-MISC	0.658198
word.suffix3:oer	O	0.658094
prev_word.lower():nieuwe	I-LOC	0.658046
word.suffix3:oet	O	0.658024
word.suffix3:len	B-MISC	0.657877
next_word.lower():wordt	I-MISC	0.657834
next_word.lower():is	B-PER	0.657424
word.suffix2:la	I-LOC	0.656361
prev_word.lower():olle	I-MISC	0.655744
word.wordshape():xxxxxxx	B-MISC	0.655371
word.prefix3:Bov	B-LOC	0.655057
word.suffix3:ied	O	0.654779
word.lower():macht	O	0.654465
word.suffix3:oug	O	0.653662
word.prefix3:Pek	I-LOC	0.653554
word.prefix3:Kie	B-LOC	0.653492
next_word.lower():maarkus	I-ORG	0.653445
prev_word.lower():evengelie	I-ORG	0.653259
word.prefix3:Gez	O	0.652873
next_word.lower():lurenz	B-PER	0.652834
word.lower():sien	O	0.65283
word.lower():o	O	0.65233
word.prefix3:Ste	B-LOC	0.652213
word.prefix3:Noo	B-MISC	0.652114
word.lower():rietuug	I-MISC	0.651705
next_word.lower():moakt	B-ORG	0.651537
word.suffix3:ais	B-MISC	0.651254
word.prefix2:Zw	B-LOC	0.651248
word.suffix3:lem	B-PER	0.651167
word.lower():haileggroavenweg	O	0.651092
next_word.lower():en	B-LOC	0.650691
next_word.lower():wodden	B-ORG	0.650283
prev_word.lower():frikke	I-PER	0.650204
word.suffix3:kje	I-LOC	0.649419
word.lower():azarias	B-PER	0.648898
word.prefix3:Aza	B-PER	0.648898
word.prefix3:Joa	O	0.648292
word.lower():seekwao	B-PER	0.648277
word.suffix3:wao	B-PER	0.648277
word.prefix2:Tu	B-MISC	0.648126
word.prefix3:Hei	I-ORG	0.647976
word.prefix2:Ed	B-MISC	0.647676
word.lower():rijn	B-LOC	0.647667
word.prefix3:Rij	B-LOC	0.647667
word.suffix3:nis	O	0.647364
word.prefix2:Tw	I-MISC	0.646928
word.lower():hoera	O	0.646216
word.suffix3:era	O	0.646216
word.lower():waarm	O	0.646125
next_word.lower():'	O	0.645561
word.lower():joapkoom	B-PER	0.644906
prev_word.lower():es	B-PER	0.644885
prev_word.lower():aan	B-ORG	0.644745
word.lower():rhein	B-LOC	0.644126
word.prefix3:Rhe	B-LOC	0.644126
word.prefix2:Rh	B-LOC	0.644126
prev_word.lower():am	B-LOC	0.644126
next_word.lower():schetterde	B-LOC	0.644126
next_word.lower():grönneger	B-ORG	0.644074
word.suffix2:rn	B-LOC	0.64379
word.lower():bruggencoate	I-PER	0.643468
word.lower():knechten	O	0.64337
word.suffix3:O	O	0.643156
word.suffix2:O	O	0.643156
word.prefix3:O	O	0.643156
word.prefix2:O	O	0.643156
word.prefix2:ge	O	0.643087
word.lower():jans	I-PER	0.642974
next_word.lower():van	O	0.642857
next_word.lower():lait	B-PER	0.642422
prev_word.lower():marché	O	0.641647
word.suffix2:'r	O	0.641546
next_word.lower():nederland	B-LOC	0.64149
prev_word.lower():rietemoa's	I-MISC	0.641388
next_word.lower():zee	B-PER	0.641003
prev_word.lower():g.	B-ORG	0.640866
word.wordshape():Xxxxxxxxxxx	I-PER	0.640745
word.suffix3:sel	B-PER	0.640564
word.suffix3:ate	I-PER	0.64039
next_word.lower():en	B-PER	0.640224
word.prefix2:Pi	B-ORG	0.63969
word.suffix3:nds	O	0.639126
word.lower():gedempte	B-LOC	0.638711
word.suffix2:nd	I-ORG	0.63859
next_word.lower():,	I-PER	0.638211
word.prefix3:Toe	B-LOC	0.638198
next_word.lower():van	I-PER	0.637625
word.suffix2:En	O	0.637389
word.lower():abe	B-PER	0.636812
word.suffix3:Abe	B-PER	0.636812
word.prefix3:Abe	B-PER	0.636812
next_word.lower():lenstra	B-PER	0.636812
word.prefix3:Nie	B-LOC	0.636599
word.prefix3:Vri	I-MISC	0.635683
word.lower():waiverd	B-LOC	0.635335
word.prefix2:co	I-MISC	0.635146
prev_word.lower():in	I-LOC	0.635138
word.wordshape():XXX'	B-MISC	0.634677
word.suffix3:LL'	B-MISC	0.634677
word.suffix2:L'	B-MISC	0.634677
word.prefix3:OLL	B-MISC	0.634677
word.prefix2:OL	B-MISC	0.634677
next_word.lower():joars	B-MISC	0.634677
word.lower():commité	I-MISC	0.634603
word.suffix3:ité	I-MISC	0.634603
word.suffix2:té	I-MISC	0.634603
prev_word.lower():crissis	I-MISC	0.634603
prev_word.lower():dörpke	B-LOC	0.634528
prev_word.lower():het	B-MISC	0.634037
word.prefix3:com	I-MISC	0.633253
word.lower():spaigeltje	O	0.633082
word.lower():z.w	B-MISC	0.632318
word.wordshape():X.X	B-MISC	0.632318
word.suffix3:Z.W	B-MISC	0.632318
word.suffix2:.W	B-MISC	0.632318
word.prefix3:Z.W	B-MISC	0.632318
word.prefix2:Z.	B-MISC	0.632318
word.prefix3:Wet	B-MISC	0.631657
next_word.lower():in	B-LOC	0.631204
word.lower():c.	O	0.630178
word.suffix3:C.	O	0.630178
word.suffix2:C.	O	0.630178
word.prefix3:C.	O	0.630178
word.prefix2:C.	O	0.630178
prev_word.lower():lawerman	O	0.630178
word.suffix2:on	B-PER	0.629665
word.lower():weidenbosch	I-PER	0.629078
word.prefix3:Wei	I-PER	0.629078
word.prefix3:Kle	B-ORG	0.628649
word.lower():dalmanûthao	B-LOC	0.628578
word.suffix3:hao	B-LOC	0.628578
word.prefix3:Dal	B-LOC	0.628578
word.lower():hörntje	O	0.628099
word.suffix3:oas	B-MISC	0.62795
word.lower():wieder	O	0.627634
next_word.lower():zo	B-PER	0.627585
next_word.lower():a	O	0.627432
word.prefix3:Rom	I-LOC	0.627305
word.prefix3:God	B-MISC	0.626578
word.prefix3:Str	I-LOC	0.626153
word.lower():siemen	B-PER	0.625927
prev_word.lower():aole	B-MISC	0.62591
word.suffix3:des	B-PER	0.625795
prev_word.lower():stainen	I-MISC	0.625645
word.suffix3:de	I-PER	0.62545
word.prefix3:de	I-PER	0.62545
prev_word.lower():of	B-MISC	0.625257
word.prefix3:Jan	I-PER	0.625191
word.lower():poort	I-MISC	0.62481
word.suffix3:En	O	0.624623
word.prefix3:En	O	0.624623
word.prefix3:Loa	O	0.623968
word.lower():meerten	I-PER	0.623436
word.prefix3:mek	B-MISC	0.623117
prev_word.lower():maal	B-PER	0.622731
next_word.lower():weg	I-MISC	0.622692
word.lower():keiser	I-PER	0.622678
word.suffix3:SER	I-PER	0.622678
word.prefix3:KEI	I-PER	0.622678
word.prefix2:KE	I-PER	0.622678
prev_word.lower():busch	I-PER	0.622678
word.lower():beukemoa	I-PER	0.622554
word.wordshape():xxx	I-ORG	0.622439
word.prefix3:Heu	O	0.622246
next_word.lower():jaan	B-PER	0.62192
next_word.lower():har	B-PER	0.621016
word.prefix2:Vl	B-MISC	0.620904
word.lower():sikketaores	O	0.620258
word.prefix3:Mes	O	0.619712
word.lower():brussel	B-LOC	0.619646
word.prefix3:Mie	O	0.618936
word.lower():den	B-LOC	0.618884
next_word.lower():wied	O	0.618485
word.lower():heiden	B-PER	0.618248
next_word.lower():hinne	B-PER	0.618248
word.prefix2:Pa	I-LOC	0.618227
word.lower():dokter	I-LOC	0.617688
word.prefix3:Stu	O	0.617021
word.prefix2:Na	B-ORG	0.616859
word.suffix2:ag	B-MISC	0.616542
word.suffix3:rie	B-MISC	0.616455
next_word.lower():kon	I-ORG	0.616393
next_word.lower():noorden	B-LOC	0.616084
word.prefix3:Oog	B-LOC	0.616076
next_word.lower():laipen	I-MISC	0.616026
next_word.lower():n	O	0.615991
word.lower():kunst	O	0.615954
word.lower():testemênt	O	0.615751
word.suffix3:ênt	O	0.615751
word.suffix2:ok	I-ORG	0.615051
next_word.lower():b.v	I-LOC	0.614973
word.suffix2:ns	B-PER	0.614743
word.prefix2:wo	I-ORG	0.614214
word.lower():peerd	B-ORG	0.614125
next_word.lower():pekela	B-LOC	0.614073
word.prefix3:Poo	I-MISC	0.61389
word.lower():nieuwe	B-LOC	0.613694
next_word.lower():dee	B-ORG	0.613483
word.suffix3:oul	B-LOC	0.613415
word.suffix3:und	O	0.613245
word.suffix3:nee	O	0.613231
word.prefix2:Cu	O	0.613086
word.lower():merrie	I-MISC	0.612831
prev_word.lower():jansen's	I-MISC	0.612831
word.suffix2:nt	B-MISC	0.612355
word.prefix3:Hol	B-LOC	0.612265
prev_word.lower():roege	B-MISC	0.612231
prev_word.lower():onder	B-LOC	0.612153
prev_word.lower():a.	I-PER	0.611771
next_word.lower():.	B-LOC	0.611558
word.prefix3:Tes	O	0.611428
word.prefix2:Pi	B-PER	0.611309
next_word.lower():toch	O	0.611166
word.suffix3:ort	I-MISC	0.610932
word.prefix3:Mal	B-PER	0.610252
next_word.lower():blijft	B-PER	0.609685
word.lower():achter	O	0.609669
word.lower():busch	B-PER	0.609614
word.suffix3:SCH	B-PER	0.609614
word.suffix2:CH	B-PER	0.609614
next_word.lower():keiser	B-PER	0.609614
next_word.lower():!	I-MISC	0.608884
word.suffix3:aar	O	0.608849
word.suffix2:ts	B-PER	0.608702
word.lower():dinsdag	O	0.608518
word.prefix3:Mee	B-MISC	0.608178
word.lower():gaon	O	0.607344
word.prefix3:mer	I-MISC	0.605298
word.wordshape():Xxxx	B-PER	0.604855
word.prefix2:'t	B-LOC	0.603729
word.lower():boas	O	0.603563
prev_word.lower():des	I-ORG	0.603436
word.suffix2:at	O	0.603116
word.suffix3:nen	B-LOC	0.603064
prev_word.lower():haar	B-PER	0.602686
word.wordshape():X.	O	0.602426
word.prefix3:hör	B-LOC	0.602279
word.lower():goa	O	0.602263
word.prefix3:Kol	B-LOC	0.602116
word.prefix3:Wao	O	0.601873
word.lower():diek	I-PER	0.601673
word.suffix3:JAN	B-PER	0.601477
word.prefix3:JAN	B-PER	0.601477
word.prefix2:JA	B-PER	0.601477
word.prefix2:hö	B-LOC	0.60116
word.prefix3:Dok	I-LOC	0.600496
word.prefix3:Jon	I-ORG	0.600246
word.suffix3:ate	B-LOC	0.599988
word.suffix3:hip	O	0.599793
word.lower():zang	B-ORG	0.599451
word.prefix3:Sti	B-ORG	0.598539
word.lower():oljoarsoavendpraan	B-MISC	0.598415
word.prefix2:le	O	0.598304
word.lower():sint	B-LOC	0.598119
next_word.lower():wuir	I-MISC	0.598038
word.prefix2:tw	B-MISC	0.597854
word.lower():zutfen	B-LOC	0.597845
word.prefix3:Zut	B-LOC	0.597845
word.prefix3:Oar	B-PER	0.597752
word.prefix3:Tra	O	0.597593
word.wordshape():Xxxxxxxxxxxx	I-PER	0.597222
word.wordshape():Xxxx.	B-PER	0.596689
prev_word.lower():ken	B-PER	0.596377
word.suffix2:ei	O	0.59577
word.prefix3:Eek	B-PER	0.595759
word.prefix2:zo	I-MISC	0.595413
word.lower():azzen	B-LOC	0.595354
word.prefix3:Azz	B-LOC	0.595354
word.prefix2:Tj	B-PER	0.595285
word.suffix2:om	B-LOC	0.59522
next_word.lower():beden	I-PER	0.595041
word.lower():schip	O	0.594907
word.lower():mick	B-PER	0.594886
word.suffix3:ick	B-PER	0.594886
word.prefix3:Mic	B-PER	0.594886
next_word.lower():clavan	B-PER	0.594886
word.prefix3:BUS	B-PER	0.594418
word.prefix2:BU	B-PER	0.594418
word.prefix2:Az	B-LOC	0.59434
word.lower():gardarenen	B-MISC	0.594133
word.prefix3:Hij	O	0.59374
word.lower():gôlln	B-ORG	0.593475
word.prefix3:Gôl	B-ORG	0.593213
word.prefix2:Gô	B-ORG	0.593213
word.suffix3:lln	B-ORG	0.592978
word.wordshape():Xxxxxxxxxxxxxxx	I-LOC	0.59288
word.prefix3:Zan	B-ORG	0.592565
word.lower():sapmeer	I-LOC	0.59221
word.lower():dekapolis	B-LOC	0.592093
word.prefix3:Dek	B-LOC	0.592093
word.suffix3:eld	O	0.591978
prev_word.lower():t	O	0.59175
word.prefix3:Dan	O	0.591613
prev_word.lower():grönneger	O	0.591174
word.lower():meenteweg	B-LOC	0.591018
word.lower():laus	B-ORG	0.590933
next_word.lower():deo	B-ORG	0.590933
next_word.lower():lees	B-LOC	0.590613
word.wordshape():xxxxxxxxxxx	I-MISC	0.590451
word.lower():glete	B-LOC	0.589828
word.prefix2:No	I-LOC	0.589696
word.suffix3:int	B-LOC	0.589152
word.lower():pinksterfeest	B-MISC	0.588985
word.suffix3:ete	B-LOC	0.587712
word.wordshape():Xxxxxxx	I-ORG	0.587214
word.lower():'t 	B-LOC	0.586747
word.wordshape():'x 	B-LOC	0.586747
word.suffix3:'t 	B-LOC	0.586747
word.suffix2:t 	B-LOC	0.586747
word.prefix3:'t 	B-LOC	0.586747
word.suffix3:ern	I-MISC	0.586081
word.lower():damsterdaip	B-LOC	0.585391
next_word.lower():joe	B-PER	0.585379
next_word.lower():zoltkamper	B-LOC	0.585004
word.suffix3:een	I-PER	0.583929
word.lower():bruud	B-PER	0.583755
prev_word.lower():scheuvels	B-LOC	0.583739
word.lower():snaik	B-LOC	0.58268
next_word.lower():zaailde	B-LOC	0.58268
next_word.lower():ik	O	0.582598
word.suffix3:che	B-MISC	0.581737
word.suffix3:oam	O	0.581694
word.suffix3:R	B-LOC	0.581368
word.suffix2:R	B-LOC	0.581368
word.prefix3:R	B-LOC	0.581368
word.prefix2:R	B-LOC	0.581368
next_word.lower():gek	B-PER	0.581309
word.lower():sunt	B-MISC	0.581064
word.prefix3:Sin	B-LOC	0.580741
word.suffix3:aze	O	0.579834
prev_word.lower():k	I-PER	0.57898
word.prefix3:Duu	B-MISC	0.578605
word.suffix3:ere	I-PER	0.578232
word.prefix3:Veu	B-PER	0.578151
word.suffix2:EN	O	0.578149
word.lower():jagers	B-PER	0.578035
word.prefix3:Jag	B-PER	0.578035
word.suffix3:Aan	O	0.57779
word.suffix3:alg	O	0.577179
word.prefix2:Ac	B-LOC	0.57712
prev_word.lower():haile	B-LOC	0.576873
prev_word.lower():ook	B-PER	0.576327
next_word.lower():daip	B-LOC	0.576226
next_word.lower():'r	O	0.575952
word.lower():dikkie	O	0.575781
next_word.lower():lub	O	0.575781
word.lower():w.	I-PER	0.575292
word.suffix3:W.	I-PER	0.575292
word.suffix2:W.	I-PER	0.575292
word.prefix3:W.	I-PER	0.575292
word.prefix2:W.	I-PER	0.575292
next_word.lower():spitzen	I-PER	0.575292
word.lower():middagt	B-LOC	0.574946
next_word.lower():bleef	O	0.574888
word.prefix3:Wat	B-LOC	0.574203
word.suffix3:oit	O	0.573349
word.suffix3:rie	I-MISC	0.572814
word.lower():g.	O	0.572756
word.suffix3:G.	O	0.572756
word.suffix2:G.	O	0.572756
word.prefix3:G.	O	0.572756
word.prefix2:G.	O	0.572756
word.prefix2:Ha	I-PER	0.571559
word.prefix3:Ros	B-LOC	0.571147
word.prefix2:Ka	I-MISC	0.571044
word.lower():bovenwildervank	B-LOC	0.570728
word.prefix3:pol	I-LOC	0.570314
word.prefix2:Gr	B-LOC	0.570264
next_word.lower():diek	B-PER	0.569903
word.lower():paoskemörgen	B-MISC	0.569556
word.suffix2:zn	O	0.569491
next_word.lower():kreeg	B-PER	0.56945
word.lower():en	I-LOC	0.569414
word.lower():vries	I-PER	0.569394
word.prefix3:Tie	O	0.569278
word.lower():stainenpoort	B-LOC	0.569239
prev_word.lower():grunneger	I-ORG	0.569183
word.prefix3:hem	I-PER	0.568866
prev_word.lower():'t	B-ORG	0.568371
word.isupper()	I-PER	0.568279
prev_word.lower():dochter	B-PER	0.568034
word.wordshape():xxxxxxxxxxxx	O	0.568017
word.suffix2:ht	B-MISC	0.567818
word.lower():veeling	B-MISC	0.567581
word.lower():hilje	B-PER	0.567404
word.suffix3:lje	B-PER	0.567404
word.suffix3:cht	B-MISC	0.56738
next_word.lower():ten	B-PER	0.566779
word.lower():regeeren	O	0.566743
word.lower()::	O	0.566594
word.wordshape()::	O	0.566594
word.suffix3::	O	0.566594
word.suffix2::	O	0.566594
word.prefix3::	O	0.566594
word.prefix2::	O	0.566594
word.suffix2:ad	B-LOC	0.566452
word.prefix3:oll	O	0.565623
next_word.lower():daind	B-LOC	0.565525
word.suffix3:man	B-MISC	0.565464
word.prefix2:ao	B-MISC	0.565422
word.prefix2:Wi	B-MISC	0.565369
next_word.lower():peerd	B-ORG	0.564675
word.lower():r	B-LOC	0.564392
word.prefix3:Pee	B-ORG	0.564212
word.prefix3:Akk	O	0.56411
word.prefix2:Ak	O	0.56411
word.prefix2:Go	I-LOC	0.563868
word.suffix2:dn	O	0.563676
word.lower():winters	O	0.563669
next_word.lower():die	I-MISC	0.563392
next_word.lower():!	B-PER	0.562902
word.lower():blikskaoter	O	0.562476
word.suffix3:eke	B-LOC	0.562305
prev_word.lower():mien	O	0.561853
word.suffix3:tra	I-PER	0.561076
word.lower():.	O	0.560415
word.wordshape():.	O	0.560415
word.suffix3:.	O	0.560415
word.suffix2:.	O	0.560415
word.prefix3:.	O	0.560415
word.prefix2:.	O	0.560415
word.lower():iepman	I-PER	0.560232
word.prefix3:Iep	I-PER	0.560232
word.lower():kloassens	B-PER	0.559562
word.prefix3:van	B-PER	0.559304
word.prefix3:zol	I-MISC	0.558975
word.prefix3:Ker	O	0.558588
next_word.lower():strikt	O	0.557977
word.lower():veen	I-PER	0.557254
word.prefix3:Mag	B-PER	0.556793
word.suffix2:lm	B-ORG	0.556782
word.prefix2:In	B-MISC	0.556754
word.suffix3:ent	B-MISC	0.555645
word.suffix3:van	I-MISC	0.555239
word.lower():jammer	O	0.555039
word.lower():bataoviao	B-LOC	0.554617
word.lower():holland	B-LOC	0.553841
word.suffix2:il	O	0.553839
word.prefix2:Be	I-PER	0.553775
word.suffix3:oop	B-PER	0.553416
word.prefix2:na	O	0.553081
word.prefix2:AI	B-PER	0.552914
word.lower():hulst	I-PER	0.552875
word.prefix3:Hul	I-PER	0.552875
word.prefix3:Lau	B-LOC	0.552485
word.prefix3:Hoe	B-PER	0.552155
prev_word.lower():zuud	I-LOC	0.552152
word.prefix3:Mao	B-LOC	0.552083
word.lower():clavan	I-PER	0.551872
word.prefix3:Cla	I-PER	0.551872
word.prefix2:Cl	I-PER	0.551872
prev_word.lower():mick	I-PER	0.551872
word.suffix3:dom	B-PER	0.551164
next_word.lower():dei	I-PER	0.550777
word.lower():west	B-LOC	0.550719
word.wordshape():xxxxxxxxxxxxxxx	O	0.550685
word.lower():holterig	O	0.550279
word.suffix3:sch	I-PER	0.549695
word.lower():jansen's	B-MISC	0.549312
next_word.lower():merrie	B-MISC	0.549312
word.prefix3:heu	O	0.549216
word.suffix3:unt	B-MISC	0.5492
word.lower():klaus	B-PER	0.548771
word.wordshape():Xxxxxx'x	B-MISC	0.548767
word.suffix3:n's	B-MISC	0.548767
word.prefix3:Gar	B-MISC	0.547938
word.lower():koolzaod	O	0.54763
word.prefix3:van	I-MISC	0.547089
word.lower():barnstörper	B-MISC	0.546931
word.prefix2:Je	B-MISC	0.546877
word.prefix2:Ko	I-MISC	0.546866
next_word.lower():grunneger	O	0.546799
next_word.lower():jongens	B-PER	0.546603
word.wordshape():Xxxxxxx	B-ORG	0.546599
word.prefix3:men	I-MISC	0.546041
word.prefix3:Mör	O	0.545891
word.prefix2:Mö	O	0.545891
prev_word.lower():de	B-LOC	0.545731
next_word.lower():weidenbosch	B-PER	0.545695
word.suffix3:ift	O	0.545171
word.suffix3:Goa	O	0.545128
prev_word.lower():april	B-PER	0.544996
word.suffix3:zak	O	0.544911
word.lower():oarend	B-PER	0.544835
word.suffix2:ln	B-ORG	0.544386
word.suffix3:ils	I-ORG	0.543887
word.suffix2:rs	I-PER	0.543273
word.prefix2:Au	B-MISC	0.54252
next_word.lower():laans	I-LOC	0.542302
word.lower():academie	O	0.542076
word.prefix3:Aca	O	0.542076
next_word.lower():heurden	B-LOC	0.542018
word.lower():klaos	B-PER	0.541597
word.suffix3:gie	B-ORG	0.540561
word.suffix3:TER	B-MISC	0.540367
next_word.lower():grönneger	O	0.539864
word.lower():baarber	B-PER	0.53936
word.lower():frünn	O	0.53899
word.suffix3:ünn	O	0.53899
word.prefix3:Frü	O	0.53899
next_word.lower():un	O	0.53899
word.lower():geert	B-LOC	0.538494
next_word.lower():d'r	B-PER	0.538146
word.suffix3:fen	B-PER	0.537921
word.suffix3:ink	B-PER	0.537728
word.prefix2:Za	B-LOC	0.537635
next_word.lower():den	B-PER	0.537381
word.lower():abraham	B-PER	0.53737
word.prefix3:Abr	B-PER	0.53737
word.suffix3:tad	B-PER	0.537212
word.prefix2:en	I-LOC	0.537032
word.suffix2:uw	O	0.536892
word.lower():teis	I-PER	0.536849
word.prefix3:Tei	I-PER	0.536849
prev_word.lower():ootje	O	0.536622
word.suffix3:eis	I-PER	0.53655
word.lower():soest	O	0.535668
word.lower():grönn	B-LOC	0.535406
word.suffix3:önn	B-LOC	0.535406
word.lower():salomonszegel	O	0.535326
word.prefix3:Sal	O	0.535326
next_word.lower():catz	O	0.534813
word.prefix3:Noa	O	0.534238
word.lower():?	O	0.534062
word.wordshape():?	O	0.534062
word.suffix3:?	O	0.534062
word.suffix2:?	O	0.534062
word.prefix3:?	O	0.534062
word.prefix2:?	O	0.534062
word.lower():ter	I-PER	0.534012
word.suffix3:ven	O	0.533954
word.lower():augustus	I-MISC	0.53361
word.lower():noorden	I-LOC	0.533187
word.lower():ouwerd	B-PER	0.532923
word.prefix3:Ouw	B-PER	0.532923
word.lower():deo	I-ORG	0.532903
word.suffix3:Deo	I-ORG	0.532903
word.prefix3:Deo	I-ORG	0.532903
prev_word.lower():laus	I-ORG	0.532903
word.suffix2:eo	I-ORG	0.532279
word.lower():ter	B-LOC	0.53212
word.prefix2:Hu	I-PER	0.53208
word.prefix2:ke	O	0.531833
word.prefix2:Of	O	0.531578
word.prefix2:Ku	I-PER	0.531571
word.lower():dei	O	0.531504
word.prefix3:Kou	B-LOC	0.530664
word.lower():klootzak	O	0.52996
prev_word.lower():het	I-PER	0.529516
prev_word.lower():kaptaain	B-PER	0.529306
word.prefix2:Ie	I-PER	0.52832
word.suffix3:ode	B-LOC	0.52809
word.prefix2:Je	B-PER	0.527863
word.prefix3:Zus	O	0.527316
word.lower():grun'gers	B-MISC	0.52728
word.wordshape():Xxxx'xxxx	B-MISC	0.52728
word.lower():loat	O	0.527082
word.suffix3:edn	O	0.526858
word.suffix3:lst	I-PER	0.526689
word.wordshape():Xxxxxxx	B-LOC	0.526385
next_word.lower():troost	O	0.526257
next_word.lower():von	B-PER	0.525991
