Attribute	Label	Weight
word.prefix2:Sl	I-PER	0.000131
prev_word.lower():lentemaond	B-MISC	0.000124
prev_word.lower():grunnegers	O	0.000122
word.lower():dien	O	0.000106
word.suffix2:nk	B-PER	0.000105
word.prefix2:ST	O	9.9e-05
word.prefix3:Bar	B-PER	9.4e-05
word.wordshape():xxxxx	I-PER	9.3e-05
prev_word.lower():kampnou	B-PER	9.3e-05
next_word.lower():stil	O	9e-05
word.prefix3:Der	O	8.4e-05
word.suffix3:was	O	8.1e-05
word.suffix3:Mit	O	7.9e-05
word.prefix2:Me	I-MISC	7.4e-05
word.lower():haildaal	O	6.1e-05
word.prefix2:Va	B-MISC	5.9e-05
word.suffix3:oal	O	5.7e-05
prev_word.lower():deur	B-LOC	5.6e-05
word.suffix3:and	I-PER	5.2e-05
word.prefix3:Mar	I-ORG	5.1e-05
word.prefix3:Oet	B-LOC	4.4e-05
word.prefix2:Oe	B-LOC	4.4e-05
word.prefix3:Bör	O	4.3e-05
word.prefix2:Bö	O	4.3e-05
word.lower():hooge	B-LOC	3.8e-05
word.suffix3:oge	B-LOC	3.5e-05
word.suffix3:ses	O	3.4e-05
word.lower():moordlust	O	3.3e-05
word.suffix3:TAD	O	3.3e-05
word.suffix2:AD	O	3.3e-05
word.prefix3:STA	O	3.3e-05
word.prefix2:Hi	O	3.2e-05
prev_word.lower():bruken	O	3.1e-05
word.prefix2:Ch	B-LOC	3e-05
word.suffix2:je	I-MISC	2.8e-05
word.lower():nijt	O	2.7e-05
prev_word.lower():!	B-LOC	2.7e-05
word.suffix3:and	I-ORG	2.6e-05
word.lower():trillen	O	2.6e-05
next_word.lower():zodat	B-LOC	2.6e-05
next_word.lower():denderend	O	2.5e-05
word.prefix3:Kep	O	2.4e-05
word.wordshape():XXX	I-PER	2e-05
word.lower():sjonnie	O	1.9e-05
next_word.lower():knècht	B-MISC	1.9e-05
word.suffix3:Den	B-LOC	1.6e-05
word.lower():hoast	O	1.5e-05
word.suffix3:ils	B-PER	1.3e-05
word.lower():ainvoudeg	O	1.3e-05
word.suffix3:eie	O	1.1e-05
word.lower():teuverwoorden	O	1.1e-05
word.prefix3:Den	B-LOC	1e-05
word.prefix2:Fo	O	1e-05
word.lower():zandeweer	B-LOC	1e-05
word.lower():gezegd	O	7e-06
prev_word.lower():secuurder	O	7e-06
prev_word.lower():bist	B-MISC	5e-06
word.suffix2:rd	B-LOC	4e-06
word.wordshape():Xxxxxxxxxx	I-LOC	4e-06
word.lower():autocaroussel	O	2e-06
prev_word.lower():fraische	O	2e-06
word.prefix3:Maa	I-MISC	1e-06
word.suffix3:sch	O	1e-06
word.suffix2:he	I-ORG	1e-06
next_word.lower():olle	O	1e-06
word.suffix3:che	I-ORG	1e-06
word.wordshape():Xxxxxxxxxxxxxxxx	B-LOC	1e-06
word.lower():of	O	0.0
word.lower():zaoterdag	O	0.0
word.lower():dunnerdag	O	0.0
prev_word.lower():kwamp	O	-2e-06
word.lower():de	B-LOC	-5e-06
word.suffix3:de	B-LOC	-5e-06
word.prefix3:de	B-LOC	-5e-06
word.lower():bruud	O	-5e-06
word.prefix2:20	O	-1.1e-05
word.wordshape():Xx	B-MISC	-1.4e-05
word.suffix2:os	O	-1.5e-05
word.suffix3:ood	O	-1.8e-05
next_word.lower():muike	O	-1.8e-05
next_word.lower():daam	B-LOC	-2.5e-05
word.suffix3:oen	O	-5e-05
word.prefix3:Hoa	O	-5.1e-05
word.suffix3:pad	O	-5.1e-05
next_word.lower():weg	O	-5.2e-05
word.lower():daip	O	-0.000102
next_word.istitle()	I-LOC	-0.000105
next_word.lower():op	B-LOC	-0.000108
word.prefix2:mu	O	-0.000162
word.lower():wils	O	-0.000195
prev_word.lower():gôlln	O	-0.000241
next_word.lower():wait	B-PER	-0.00027
word.isupper()	B-LOC	-0.000273
word.prefix3:fle	O	-0.000274
word.prefix3:Til	O	-0.000377
next_word.lower():ienkwam	O	-0.000379
prev_word.lower():j.	O	-0.000385
next_word.lower():huift	O	-0.000411
next_word.lower():komst	O	-0.000433
word.suffix2:og	O	-0.000475
word.suffix3:sem	O	-0.000503
word.prefix2:Sn	B-MISC	-0.000538
next_word.lower():brocht	O	-0.000565
prev_word.lower():hij	O	-0.000731
prev_word.lower():op	B-PER	-0.000848
word.prefix3:Daa	I-LOC	-0.000948
prev_word.lower():25	O	-0.000965
word.wordshape():Xxxx	B-ORG	-0.00107
word.prefix3:maa	O	-0.00114
prev_word.lower():te	O	-0.001258
next_word.lower():.	I-MISC	-0.001501
prev_word.lower():woar	B-PER	-0.001714
next_word.lower():ien	B-PER	-0.001767
word.suffix3:elt	O	-0.001884
word.prefix2:Po	I-LOC	-0.002017
word.wordshape():X.	I-PER	-0.002036
next_word.lower():ais	O	-0.002217
next_word.lower():langers	O	-0.002251
next_word.lower():uut	I-PER	-0.002648
word.suffix3:oas	B-PER	-0.003082
prev_word.lower():aize	O	-0.003315
next_word.lower():,	B-MISC	-0.003429
word.prefix3:Kok	O	-0.003459
prev_word.lower():achter	O	-0.003606
prev_word.lower():de	I-MISC	-0.003651
word.ingazetteer	I-MISC	-0.003742
word.prefix3:Man	B-PER	-0.004037
word.lower():schouwbörg	B-LOC	-0.004374
word.suffix3:tha	O	-0.004421
next_word.lower():stilte	O	-0.004455
word.suffix3:der	O	-0.004817
word.prefix2:ri	O	-0.005842
next_word.lower():j.	O	-0.006013
prev_word.lower():ôlle	O	-0.006251
word.lower():volk	O	-0.006557
word.prefix3:Gra	O	-0.00695
word.lower():de	B-PER	-0.007672
word.wordshape():Xxx.	O	-0.007869
word.suffix2:ad	B-PER	-0.008279
word.lower():g.	B-PER	-0.008508
word.suffix3:G.	B-PER	-0.008508
word.suffix2:G.	B-PER	-0.008508
word.prefix3:G.	B-PER	-0.008508
word.prefix2:G.	B-PER	-0.008508
word.lower():kampen	O	-0.008586
word.prefix2:Ie	O	-0.008736
word.lower():oomke	I-PER	-0.008922
word.wordshape():xxxxxxx	I-LOC	-0.010039
prev_word.lower():d	O	-0.010414
word.prefix2:Ai	O	-0.010663
next_word.punct	B-LOC	-0.010675
word.suffix3:urt	O	-0.010886
word.lower():spaigel	O	-0.011009
prev_word.lower():as	O	-0.01113
word.suffix3:het	O	-0.011598
word.suffix3:ijn	O	-0.012476
next_word.lower():leste	O	-0.012516
word.suffix2:jn	O	-0.012598
next_word.lower()::	I-LOC	-0.012683
word.prefix2:Zu	O	-0.012686
word.suffix3:t	O	-0.012689
word.suffix2:t	O	-0.012689
word.prefix3:t	O	-0.012689
word.prefix2:t	O	-0.012689
word.suffix3:ach	O	-0.013262
word.prefix3:Ain	B-PER	-0.01418
word.prefix3:Pos	O	-0.015725
word.suffix3:ngs	O	-0.015726
next_word.lower():zuud	O	-0.015995
word.prefix2:To	O	-0.016243
word.suffix2:ut	O	-0.016578
word.lower():k	O	-0.017314
word.lower():a.	B-PER	-0.017428
word.prefix3:Spr	I-MISC	-0.017846
word.suffix3:A.	B-PER	-0.018225
word.suffix2:A.	B-PER	-0.018225
word.prefix3:A.	B-PER	-0.018225
word.prefix2:A.	B-PER	-0.018225
word.lower():westen	O	-0.018472
word.lower():ekbatana	B-PER	-0.019198
word.suffix3:ana	B-PER	-0.019198
word.prefix3:Ekb	B-PER	-0.019198
next_word.lower():in	B-PER	-0.019855
word.suffix3:ark	O	-0.019997
next_word.lower():vertelt	O	-0.020129
word.suffix2:H.	O	-0.020188
word.prefix2:H.	O	-0.020188
word.suffix2:ie	B-MISC	-0.020225
word.lower():jaantje	B-PER	-0.020283
next_word.isupper()	I-LOC	-0.020292
word.prefix2:Lu	O	-0.021339
prev_word.lower():bie	B-MISC	-0.021362
word.lower():post	O	-0.022994
next_word.lower():hom	B-PER	-0.023435
word.prefix3:Poe	B-PER	-0.023654
word.suffix3:Van	O	-0.023707
word.prefix2:Ze	B-MISC	-0.024059
word.prefix3:Oom	I-PER	-0.024242
word.lower():oarend	O	-0.025358
word.suffix3:pen	I-PER	-0.02688
next_word.lower():of	O	-0.027304
word.suffix3:hap	O	-0.02778
next_word.lower():praten	O	-0.028151
word.prefix3:Oar	O	-0.028783
word.prefix3:Gru	B-LOC	-0.028926
word.prefix3:sta	B-LOC	-0.028968
word.prefix3:Die	B-PER	-0.029217
next_word.lower():zwier	O	-0.029296
prev_word.lower():v.	O	-0.029901
next_word.lower():al	B-PER	-0.02998
next_word.lower():ouwerd	O	-0.030473
word.prefix2:Ni	O	-0.030512
word.suffix3:ten	I-LOC	-0.030534
word.suffix3:gen	I-LOC	-0.030663
word.prefix3:Gôl	O	-0.030946
word.prefix2:Gô	O	-0.030946
word.prefix3:Zaa	O	-0.031161
prev_word.punct	I-MISC	-0.032354
next_word.lower():laag	O	-0.032672
word.prefix2:Ha	B-MISC	-0.032761
word.prefix2:So	B-LOC	-0.034181
next_word.lower():in	I-MISC	-0.034632
next_word.lower():nait	B-PER	-0.035565
word.prefix2:Fi	B-PER	-0.0376
word.suffix2:be	I-PER	-0.038392
word.wordshape():xx	I-LOC	-0.0384
word.lower():diek	O	-0.038974
word.prefix2:Gr	B-PER	-0.039224
next_word.lower():post	O	-0.039465
prev_word.lower():,	B-MISC	-0.040624
word.suffix2:oo	O	-0.040958
next_word.lower():aovend	O	-0.04096
next_word.lower():veur	B-MISC	-0.041376
word.prefix3:Hoo	O	-0.041648
word.prefix2:He	O	-0.041832
word.wordshape():Xxxxxx	B-LOC	-0.043055
word.prefix2:Pa	B-LOC	-0.043188
word.suffix3:mke	I-PER	-0.043896
word.wordshape():X	B-PER	-0.044376
word.lower():mans	O	-0.044473
word.suffix2:er	I-PER	-0.045126
word.suffix3:end	O	-0.045743
next_word.lower():draaide	O	-0.045869
word.prefix3:Bru	B-PER	-0.046902
next_word.lower():aal	O	-0.04705
prev_word.lower():schone	O	-0.047479
word.suffix3:erd	B-PER	-0.048311
word.suffix2:en	I-MISC	-0.048649
prev_word.lower():”	O	-0.049093
word.suffix2:de	I-PER	-0.049437
word.suffix3:eër	O	-0.050967
word.suffix2:ër	O	-0.050967
word.prefix2:Sp	I-MISC	-0.051924
prev_word.lower():dokter	O	-0.052109
word.suffix2:ck	O	-0.052113
word.suffix3:pie	O	-0.052215
prev_word.lower():stam	O	-0.052465
word.suffix3:eer	B-PER	-0.052546
next_word.lower():nederland	O	-0.053704
word.prefix2:Ru	B-LOC	-0.055182
prev_word.lower():echte	O	-0.055523
next_word.lower():dokter	O	-0.055791
word.prefix2:Et	O	-0.05611
word.prefix3:Bru	O	-0.056205
word.suffix3:aat	O	-0.056255
next_word.isupper()	I-PER	-0.056386
word.prefix2:Au	O	-0.056483
word.lower():koamer	O	-0.056701
word.suffix3:ect	O	-0.056797
word.suffix2:ct	O	-0.056797
word.lower():slim	O	-0.056913
prev_word.lower():stun	O	-0.056926
word.lower():r	O	-0.056931
word.wordshape():xxxx	B-PER	-0.057639
word.lower():beer	O	-0.059337
prev_word.lower():aole	O	-0.059646
next_word.lower():lange	O	-0.060479
word.suffix3:int	O	-0.060701
word.wordshape():xx	B-MISC	-0.061009
word.suffix2:we	O	-0.061778
word.suffix2:em	B-PER	-0.062721
word.wordshape():xxx	I-LOC	-0.064228
prev_word.lower():het	B-PER	-0.064284
word.wordshape():xxxxxx	I-PER	-0.064411
prev_word.lower():jurrien	O	-0.066419
word.suffix2:mp	B-PER	-0.066532
next_word.lower():schudde	O	-0.066601
word.wordshape():X.	B-LOC	-0.066635
word.lower():wet	O	-0.066765
prev_word.lower():g.	I-PER	-0.067244
prev_word.lower()::	B-PER	-0.067247
next_word.lower():waarkt	O	-0.067319
word.suffix3:erd	O	-0.068009
word.prefix3:Zud	O	-0.068976
word.suffix3:amp	O	-0.069657
next_word.lower():begreep	O	-0.069723
word.suffix3:gge	O	-0.069862
word.lower():maiden	O	-0.071096
word.suffix3:en	O	-0.071329
word.prefix3:en	O	-0.071329
prev_word.lower():haile	O	-0.071531
word.lower():dialect	O	-0.07208
word.prefix2:Vo	B-PER	-0.072084
word.prefix3:Lij	O	-0.072943
word.wordshape():xxxx	B-MISC	-0.073151
word.wordshape():Xx	B-PER	-0.073509
word.lower():20	O	-0.07463
word.suffix3:20	O	-0.07463
word.suffix2:20	O	-0.07463
word.prefix3:20	O	-0.07463
next_word.lower():haspelde	O	-0.075558
word.prefix2:Za	B-PER	-0.076917
prev_word.lower():sunt	B-PER	-0.079117
word.wordshape():XXXXXXX	O	-0.082025
next_word.lower():ja	B-PER	-0.083265
prev_word.lower():schoot	O	-0.083431
prev_word.lower():ken	O	-0.084664
word.prefix3:Lou	O	-0.08494
word.wordshape():Xxxxxxxxx	B-PER	-0.085502
next_word.lower():har	I-PER	-0.086189
word.suffix2:nd	B-LOC	-0.087031
word.suffix3:ham	O	-0.08746
prev_word.lower():mor	B-PER	-0.087602
next_word.lower():hetter	O	-0.087672
word.suffix2:ne	O	-0.088036
word.lower():mevr.	O	-0.088077
word.suffix3:vr.	O	-0.088077
next_word.lower():nou	O	-0.088083
prev_word.lower():ook	O	-0.089225
word.suffix3:örg	O	-0.089281
word.suffix3:rke	O	-0.090439
word.lower():o.	O	-0.091294
word.suffix3:O.	O	-0.091294
word.suffix2:O.	O	-0.091294
word.prefix3:O.	O	-0.091294
word.prefix2:O.	O	-0.091294
word.prefix2:li	O	-0.091499
word.suffix2:ug	O	-0.091759
prev_word.lower():ze	O	-0.092037
word.prefix3:van	O	-0.094061
word.suffix3:agt	O	-0.094732
prev_word.lower():in	B-PER	-0.095107
word.suffix2:er	O	-0.095193
next_word.lower():teupke	O	-0.095974
word.lower():ainoogje	O	-0.09602
word.suffix2:ra	B-PER	-0.097186
next_word.lower():de	B-MISC	-0.098077
word.suffix3:est	B-LOC	-0.098275
next_word.lower():zo	O	-0.098642
word.prefix3:Ren	O	-0.098973
word.suffix3:'n	O	-0.099486
word.prefix3:'n	O	-0.099486
word.suffix3:Wet	O	-0.099653
word.wordshape():Xxxxx	I-LOC	-0.099971
next_word.lower():.	I-LOC	-0.100616
next_word.lower():nait	B-LOC	-0.101041
prev_word.lower():dörp	O	-0.10157
next_word.lower():mit	O	-0.101901
word.prefix2:Za	O	-0.102219
word.prefix3:Jai	B-PER	-0.102494
word.lower():grunneger	B-LOC	-0.103444
word.lower():zöndag	O	-0.105126
word.prefix2:Gr	I-PER	-0.105969
word.suffix3:ere	O	-0.106024
word.prefix3:Min	O	-0.10725
next_word.lower():holt	O	-0.107919
next_word.isdigit()	B-MISC	-0.108187
prev_word.lower():joen	O	-0.108515
word.wordshape():xxx	B-LOC	-0.111599
word.suffix3:ouk	O	-0.1124
word.suffix2:et	B-LOC	-0.11311
word.prefix3:Van	B-PER	-0.113161
next_word.lower():d'r	O	-0.113449
word.prefix2:He	B-LOC	-0.113631
word.prefix3:Han	B-PER	-0.115055
word.prefix3:Rie	O	-0.11655
next_word.lower():peerd	O	-0.116592
word.prefix2:'n	O	-0.116714
word.lower():ais	O	-0.117948
word.suffix3:zus	O	-0.119128
word.suffix2:uk	O	-0.119292
next_word.lower():allerdeegs	O	-0.121468
word.istitle()	B-ORG	-0.121818
next_word.lower():die	O	-0.122254
word.suffix3:jke	O	-0.1231
word.suffix3:ors	O	-0.123278
word.prefix2:Oo	I-PER	-0.124862
word.prefix3:Bra	O	-0.12499
prev_word.lower():aandere	O	-0.125319
word.prefix3:Vlo	O	-0.12539
word.suffix3:ske	O	-0.125509
next_word.lower():ree	O	-0.125619
word.suffix3:röt	O	-0.125629
word.suffix3:kou	O	-0.125823
word.suffix2:sk	O	-0.125842
word.prefix2:Go	B-PER	-0.126376
word.prefix3:Bla	O	-0.127185
next_word.lower():ze	B-PER	-0.129964
word.wordshape():xxxxxx	I-LOC	-0.130813
word.suffix3:ord	O	-0.131254
word.suffix3:mui	O	-0.132149
prev_word.lower():olle	B-PER	-0.132188
word.prefix3:Ach	O	-0.13297
prev_word.lower():jim	O	-0.133571
next_word.lower():daind	O	-0.133778
word.prefix3:Dod	O	-0.134257
word.suffix2:el	O	-0.135203
next_word.lower():wör	O	-0.136349
next_word.lower():bus	O	-0.139013
word.suffix2:ui	O	-0.140453
word.prefix3:Sto	O	-0.140747
word.suffix3:oot	O	-0.14113
word.prefix2:Gr	I-LOC	-0.142629
next_word.lower():bie	I-PER	-0.143284
word.prefix2:st	B-LOC	-0.143835
next_word.lower():speulde	O	-0.143889
word.prefix3:Pri	O	-0.14473
word.lower():doddel	O	-0.144827
word.wordshape():Xxxxxxxx	I-ORG	-0.146162
word.lower():twaalf	O	-0.146536
word.suffix2:r.	O	-0.147262
next_word.lower():maor	O	-0.148412
word.lower():jais	O	-0.149693
word.prefix3:Her	O	-0.150649
word.lower():zieden	O	-0.1514
next_word.lower():meulen	O	-0.151769
next_word.lower():.	B-MISC	-0.152082
word.suffix3:oat	O	-0.152102
word.suffix3:lln	O	-0.154274
next_word.lower():hengoan	O	-0.154453
prev_word.lower():dee	O	-0.155036
prev_word.lower():plaatje	O	-0.155261
next_word.lower():rietuug	O	-0.156501
word.suffix2:no	O	-0.156916
next_word.lower():is	O	-0.157257
next_word.lower():komp	O	-0.158169
word.wordshape():xxxx	I-LOC	-0.158733
word.suffix3:ulf	O	-0.158877
next_word.lower():daor	O	-0.159521
word.prefix3:App	O	-0.160799
next_word.lower():,	I-MISC	-0.162301
prev_word.lower():mouk	O	-0.162617
prev_word.lower():aarme	B-PER	-0.162839
word.prefix3:Wie	B-PER	-0.162862
next_word.lower():ien	O	-0.163315
word.wordshape():Xxxxxxx	B-MISC	-0.16382
word.prefix3:Zwi	O	-0.164728
next_word.punct	I-MISC	-0.165566
word.prefix3:deu	O	-0.165599
next_word.lower():brug	O	-0.166361
word.prefix3:Wol	O	-0.166845
prev_word.lower():mit	O	-0.167073
word.wordshape():Xxx	B-PER	-0.167932
prev_word.lower():grönneger	I-MISC	-0.16798
word.prefix2:Me	O	-0.168441
word.lower():gôlln	O	-0.168678
next_word.lower():daip	O	-0.169101
word.prefix3:Sch	B-MISC	-0.17003
word.prefix2:Sc	B-MISC	-0.17003
prev_word.lower():tot	O	-0.170133
word.suffix2:n.	O	-0.172001
word.prefix2:An	O	-0.172044
word.lower():roege	O	-0.17313
prev_word.lower():no	O	-0.174028
word.suffix3:K.	B-PER	-0.174196
word.suffix2:K.	B-PER	-0.174196
word.prefix3:K.	B-PER	-0.174196
word.prefix2:K.	B-PER	-0.174196
word.lower():k.	B-PER	-0.174325
next_word.lower():laip	O	-0.175207
word.prefix3:Hao	O	-0.175502
word.suffix2:en	B-ORG	-0.177218
word.suffix2:ul	O	-0.17827
word.prefix3:Gro	B-PER	-0.181347
word.lower():bus	O	-0.181658
word.prefix2:Me	B-LOC	-0.182172
word.lower():maart	O	-0.18387
word.prefix2:Bl	O	-0.184249
prev_word.lower():harm	O	-0.186969
next_word.lower():en	B-MISC	-0.187184
bias	I-MISC	-0.18739
word.suffix3:oom	O	-0.187771
next_word.lower():moar	B-PER	-0.187953
next_word.lower():wodde	O	-0.189989
word.suffix2:er	B-ORG	-0.19096
next_word.lower():weg	B-PER	-0.191085
word.suffix2:er	I-MISC	-0.191148
word.suffix3:mel	O	-0.191234
word.prefix2:Lo	I-LOC	-0.191299
prev_word.lower():dat	O	-0.191465
word.prefix2:Mo	B-PER	-0.192583
word.suffix3:oer	I-PER	-0.192741
word.prefix2:Sa	B-LOC	-0.193202
prev_word.lower():naam	O	-0.193542
word.prefix3:rie	O	-0.193933
next_word.lower():din	O	-0.194284
prev_word.lower():want	O	-0.194659
word.wordshape():XXXXXXXXXXX	O	-0.194673
next_word.lower():haar	B-PER	-0.19484
word.prefix3:Han	O	-0.194984
word.prefix2:Dr	B-PER	-0.196795
next_word.lower():!	B-MISC	-0.196836
word.suffix3:old	O	-0.197729
prev_word.lower():gouie	O	-0.199104
word.lower():van	O	-0.199757
prev_word.isupper()	O	-0.199795
prev_word.lower():uit	O	-0.200235
word.suffix3:ijt	O	-0.201557
word.suffix2:jt	O	-0.201557
word.suffix2:mp	O	-0.201703
next_word.lower():mit	B-MISC	-0.201798
word.lower():sunt	O	-0.202211
next_word.lower():goan	O	-0.202708
word.suffix3:ils	O	-0.203526
word.prefix3:Maa	O	-0.203797
word.prefix2:Ve	B-PER	-0.204171
word.suffix3:aas	B-PER	-0.204853
prev_word.istitle()	I-MISC	-0.205709
word.prefix2:Gi	O	-0.206256
word.prefix2:om	O	-0.206989
prev_word.lower():provincie	O	-0.207067
word.suffix3:zie	O	-0.209247
word.lower():twaide	O	-0.209597
prev_word.lower():ten	O	-0.21008
next_word.lower():waart	O	-0.210949
word.suffix3:ren	B-LOC	-0.211583
word.prefix2:Vr	B-LOC	-0.211739
word.suffix2:st	B-LOC	-0.212153
next_word.lower()::	B-LOC	-0.21461
word.lower():zoaterdag	O	-0.214711
word.suffix2:nd	B-MISC	-0.214921
next_word.lower():wet	O	-0.216311
word.suffix3:Dik	O	-0.217267
word.wordshape():Xxxxxx	I-ORG	-0.219239
word.suffix3:ees	O	-0.219283
word.wordshape():XX	I-PER	-0.221027
word.prefix2:De	O	-0.221533
prev_word.lower():aan	B-MISC	-0.223056
next_word.lower():veul	O	-0.223337
word.prefix3:Rag	B-PER	-0.224032
word.prefix3:Koo	O	-0.224935
next_word.lower():griep	O	-0.225798
word.suffix2:je	B-MISC	-0.225867
prev_word.punct	B-PER	-0.225957
word.prefix2:Jo	O	-0.226385
word.suffix2:es	B-MISC	-0.227319
word.lower():dik	O	-0.227561
next_word.lower():!	B-LOC	-0.228949
prev_word.lower():luken	O	-0.229682
word.prefix3:Vra	O	-0.234413
prev_word.lower():dat	B-LOC	-0.235727
word.wordshape():Xxxxxxxxxxxx	B-PER	-0.237995
word.suffix3:van	O	-0.238387
next_word.lower():kroop	O	-0.239573
prev_word.lower():willem	O	-0.239595
word.prefix3:Bov	O	-0.239974
word.suffix3:aik	O	-0.241231
word.suffix3:der	I-PER	-0.241522
prev_word.lower():dikke	O	-0.242488
word.suffix3:ube	O	-0.242851
word.prefix3:Tri	O	-0.244027
word.suffix2:mi	O	-0.245503
next_word.lower():om	O	-0.245681
word.suffix2:ms	O	-0.245803
prev_word.lower():'s	B-MISC	-0.246139
word.lower():spitzen	I-PER	-0.246146
prev_word.lower():w.	I-PER	-0.246146
word.suffix3:ote	B-LOC	-0.246328
word.prefix2:de	B-MISC	-0.246664
word.suffix2:lm	O	-0.247587
word.prefix3:Spi	I-PER	-0.24768
next_word.lower():,	B-PER	-0.248611
word.prefix2:Ne	B-PER	-0.249106
next_word.lower():liggen	O	-0.250577
word.lower():d.	I-PER	-0.25083
next_word.lower():luipen	O	-0.250996
word.suffix3:D.	I-PER	-0.252158
word.suffix2:D.	I-PER	-0.252158
word.prefix3:D.	I-PER	-0.252158
word.prefix2:D.	I-PER	-0.252158
word.lower():bobbel	O	-0.254454
prev_word.lower():dei	B-PER	-0.257304
word.prefix3:Kou	O	-0.258234
next_word.lower():pott	O	-0.259448
word.prefix3:Die	O	-0.260248
word.lower():pelitie	O	-0.260421
next_word.lower():zeggen	B-LOC	-0.260485
word.suffix3:ais	O	-0.260899
word.suffix3:Hom	O	-0.261004
next_word.lower():'n	B-MISC	-0.262664
word.prefix2:Ha	B-LOC	-0.264421
prev_word.lower():d.	I-PER	-0.264621
word.wordshape():Xxxxxxxxxxxxxxxxxx	O	-0.26493
word.prefix3:Bak	O	-0.265119
next_word.isdigit()	B-PER	-0.265172
word.suffix3:de	O	-0.265441
word.prefix3:de	O	-0.265441
word.wordshape():Xxxxxxx	I-LOC	-0.266128
word.suffix3:ret	O	-0.266902
word.prefix2:Ho	B-PER	-0.267028
word.prefix2:AI	O	-0.267813
word.prefix2:Su	O	-0.268349
word.suffix2:nd	B-PER	-0.268352
word.prefix2:Mu	I-PER	-0.268353
word.lower():bonte	O	-0.269163
word.istitle()	I-MISC	-0.270345
word.prefix2:He	I-PER	-0.271872
prev_word.lower():joar	O	-0.274507
next_word.lower():oost	O	-0.275033
word.wordshape():xxxxxxxx	B-MISC	-0.275652
next_word.lower():greep	O	-0.277674
prev_word.lower():trok	O	-0.279337
word.suffix3:aon	O	-0.279363
next_word.lower():mos	B-PER	-0.279859
word.suffix3:iek	O	-0.280395
prev_word.lower():tante	O	-0.280543
word.lower():bakker	O	-0.281597
word.lower():de	O	-0.283956
prev_word.lower()::	B-LOC	-0.284689
word.suffix2:el	B-MISC	-0.285268
next_word.lower():zegende	O	-0.286021
word.lower():bosch	O	-0.287105
next_word.lower():spraok	B-MISC	-0.287723
prev_word.lower():echt	O	-0.289169
next_word.lower():een	O	-0.290156
next_word.lower():bere	O	-0.291
prev_word.lower():k.	B-PER	-0.291123
word.lower():jans	B-PER	-0.292054
word.prefix3:Bie	O	-0.292153
word.prefix3:Gal	O	-0.293171
word.lower():oll'	O	-0.29501
next_word.lower():t	B-PER	-0.295583
word.prefix2:Li	O	-0.29685
word.prefix3:pol	O	-0.297266
word.prefix3:Rou	O	-0.297518
prev_word.lower():'k	B-PER	-0.297952
next_word.lower():laans	O	-0.298443
word.prefix3:Nei	O	-0.299267
word.lower():blauw	O	-0.300059
prev_word.lower():haar	O	-0.301084
word.prefix3:Lop	B-LOC	-0.301439
word.suffix3:tse	B-MISC	-0.303289
word.ingazetteer	B-PER	-0.303424
prev_word.lower():oal	O	-0.309077
prev_word.lower():veur	O	-0.309116
word.suffix3:cht	B-PER	-0.309207
word.suffix2:ht	B-PER	-0.309384
word.ingazetteer	B-MISC	-0.309526
next_word.lower():veen	O	-0.309726
word.suffix2:ag	B-LOC	-0.309774
word.prefix2:Ha	O	-0.310115
word.suffix3:lse	O	-0.311001
next_word.lower():maart	O	-0.311484
prev_word.lower():de	B-ORG	-0.311634
prev_word.lower():lutje	O	-0.312126
next_word.lower():ten	O	-0.314082
next_word.lower():ligt	I-LOC	-0.314274
prev_word.lower():lewe	O	-0.314876
word.prefix2:vr	O	-0.316231
word.prefix3:Teu	O	-0.316781
word.prefix3:aov	O	-0.321131
next_word.lower():jaan	O	-0.321952
word.lower():a.	O	-0.322006
word.prefix2:tw	O	-0.324076
next_word.lower():;	O	-0.324116
next_word.lower():kreeg	O	-0.325668
word.prefix2:Po	B-PER	-0.326066
prev_word.lower():al	O	-0.326373
prev_word.lower():vaoder	O	-0.327267
word.prefix3:Kne	O	-0.327478
next_word.lower():gek	O	-0.327774
prev_word.lower():moar	O	-0.32867
prev_word.lower():van	B-MISC	-0.329424
next_word.lower():de	B-PER	-0.329828
word.prefix2:Bo	B-LOC	-0.331933
word.lower():maaier	O	-0.332304
next_word.lower():vlugt	O	-0.333369
word.suffix2:RN	O	-0.335042
word.suffix2:oi	O	-0.335611
prev_word.lower():laive	B-PER	-0.335794
word.suffix3:goa	O	-0.336122
next_word.lower():mensken	O	-0.336126
word.suffix2:ie	O	-0.336653
prev_word.lower():mouder	O	-0.337425
word.suffix3:ags	O	-0.338656
word.wordshape():xxxxxxxxxxxxxx	O	-0.338926
word.prefix2:he	O	-0.339194
next_word.lower():is	B-MISC	-0.340251
word.suffix2:lf	O	-0.341635
word.wordshape():Xxxxx	B-LOC	-0.341702
next_word.lower():'n	B-PER	-0.341786
next_word.lower():bon	O	-0.342378
next_word.lower():lacht	O	-0.3428
next_word.lower():ook	O	-0.342885
word.prefix3:Pai	O	-0.342953
word.prefix2:Bl	B-LOC	-0.344315
word.prefix2:Ga	O	-0.345982
word.wordshape():Xxxxxxxx	I-LOC	-0.352423
prev_word.lower():ale	O	-0.353654
word.suffix3:zen	I-PER	-0.355825
prev_word.lower():gain	O	-0.356023
bias	B-ORG	-0.356084
word.prefix3:Leg	O	-0.356151
word.suffix3:noa	O	-0.356536
next_word.lower():,	O	-0.357415
next_word.lower():meerten	O	-0.358072
next_word.lower():!	I-PER	-0.358224
