Attribute	Label	Weight
word.suffix2:je	I-LOC	0.050763
next_word.lower():mot	B-LOC	0.05066
prev_word.lower():meester	B-PER	0.050443
word.lower():hoast	O	0.050231
word.lower():dizze	O	0.050138
word.prefix2:va	O	0.049986
word.suffix2:er	O	0.049806
word.lower():om	O	0.049557
word.prefix2:Wi	I-LOC	0.049429
word.prefix3:Bla	I-PER	0.049177
prev_word.lower():swaarde	O	0.049059
word.suffix2:As	O	0.048842
word.suffix3:As	O	0.048761
word.prefix3:As	O	0.048761
word.suffix2:as	B-MISC	0.0487
word.suffix3:UUD	O	0.048217
word.suffix2:UD	O	0.048217
word.prefix3:BRU	O	0.048217
prev_word.lower():'t	B-LOC	0.047939
word.wordshape():XXXXXXXX	I-PER	0.047799
word.prefix2:Sp	B-LOC	0.047755
word.suffix2:et	O	0.047711
prev_word.lower():grunnegers	O	0.047704
word.suffix2:on	B-MISC	0.047618
word.lower():'k	O	0.0475
word.suffix3:'k	O	0.0475
word.prefix3:'k	O	0.0475
word.prefix2:'k	O	0.0475
word.lower():j.	I-PER	0.047141
word.suffix3:J.	I-PER	0.047141
word.suffix2:J.	I-PER	0.047141
word.prefix3:J.	I-PER	0.047141
word.prefix2:J.	I-PER	0.047128
next_word.lower():bouk	B-PER	0.046995
word.prefix3:Kov	O	0.046925
prev_word.lower():en	I-ORG	0.046511
next_word.lower():verget	B-PER	0.046504
next_word.lower():stil	O	0.04635
next_word.lower():oabel	O	0.046331
word.prefix3:ste	O	0.046219
word.suffix3:ank	O	0.045932
word.wordshape():Xxxx.	I-ORG	0.045462
word.suffix3:rks	B-PER	0.045422
word.suffix3:arm	I-PER	0.045404
word.lower():zandhoesterweg	B-LOC	0.045072
word.suffix2:ht	I-LOC	0.04483
word.suffix3:cht	I-LOC	0.044741
word.prefix2:Fl	I-PER	0.04466
word.prefix2:Te	I-PER	0.044639
word.lower():e	O	0.044567
word.suffix3:e	O	0.044567
word.suffix2:e	O	0.044567
word.prefix3:e	O	0.044567
word.prefix2:e	O	0.044567
word.suffix3:de	B-MISC	0.044562
word.prefix3:de	B-MISC	0.044562
word.wordshape():Xxxxxxxxxxxxxx	B-LOC	0.044313
next_word.lower():huil	I-PER	0.044049
word.prefix2:Ap	B-LOC	0.043928
word.suffix3:oar	B-LOC	0.043723
word.lower():bandiest	O	0.043524
prev_word.lower():hoek	O	0.043524
word.suffix2:me	O	0.043421
next_word.lower():waarken	O	0.043401
prev_word.lower():donk're	B-MISC	0.043376
prev_word.lower():moakte	B-PER	0.043368
word.lower():swaalfkes	O	0.043315
word.prefix3:Swa	O	0.043315
word.prefix3:Gri	B-PER	0.043307
word.prefix2:Sn	O	0.043154
word.prefix3:Nai	O	0.042885
word.lower():waark	O	0.04249
word.lower():dunnerdag	O	0.042319
word.lower():t	O	0.042277
word.prefix3:Zeg	O	0.042232
word.lower():gekkemanswaark	O	0.041569
word.prefix2:ba	O	0.04155
word.prefix2:Oo	B-LOC	0.04115
word.suffix3:tje	I-MISC	0.041126
word.suffix2:DN	O	0.041103
next_word.lower():eerst	B-MISC	0.041033
next_word.lower():maiden	O	0.04094
next_word.lower():dei	B-MISC	0.040582
word.suffix2:n.	I-ORG	0.040515
word.suffix2:rm	I-PER	0.040418
word.prefix3:buu	O	0.040227
word.prefix2:Ao	B-MISC	0.040136
word.suffix3:pel	B-LOC	0.040059
word.suffix2:rp	O	0.040018
word.prefix2:Za	I-PER	0.039912
word.prefix3:Dör	O	0.039745
word.prefix2:Dö	O	0.039745
prev_word.lower():en	B-LOC	0.039406
word.suffix3:RDN	O	0.039404
word.prefix3:WOO	O	0.039404
word.lower():woordn	O	0.039396
word.lower():g.	B-MISC	0.039249
word.suffix3:G.	B-MISC	0.039249
word.suffix2:G.	B-MISC	0.039249
word.prefix3:G.	B-MISC	0.039249
word.prefix2:G.	B-MISC	0.039249
prev_word.lower():fut	O	0.03898
word.suffix3:EER	O	0.038914
word.prefix3:MEE	O	0.038914
word.prefix2:ME	O	0.038914
word.lower():lovvers	I-PER	0.038812
word.prefix3:Lov	I-PER	0.038812
next_word.lower():zeg	O	0.038646
next_word.lower():dwaars	I-PER	0.038611
word.prefix2:Ze	I-PER	0.038546
word.prefix3:Bar	B-PER	0.038425
next_word.lower():god	O	0.038194
prev_word.lower():doe	B-PER	0.038158
word.prefix2:bu	O	0.03779
prev_word.lower():okko	I-PER	0.037773
word.suffix3:Van	B-PER	0.037714
word.prefix3:Bel	B-LOC	0.037362
word.lower():takke	O	0.037105
word.wordshape():Xxxxxxxxx	B-ORG	0.036157
word.prefix3:Voa	B-PER	0.036061
next_word.lower():treuzelen	O	0.03556
next_word.lower():ienkwam	I-LOC	0.035472
word.lower():west	I-LOC	0.035471
next_word.lower():nait	O	0.035409
prev_word.lower():da's	B-PER	0.03538
word.suffix3:oll	O	0.035328
word.wordshape():X	B-LOC	0.035094
word.lower():heurden	O	0.035065
prev_word.lower():paul	I-PER	0.035054
word.lower():diskeer	O	0.034776
word.prefix3:Hör	B-LOC	0.034756
word.prefix2:Hö	B-LOC	0.034756
word.lower():elings	I-PER	0.034466
word.prefix3:Dik	B-PER	0.034398
next_word.lower():plaots	I-PER	0.034392
prev_word.lower():bist	B-MISC	0.034162
word.suffix3:ses	O	0.03412
prev_word.lower():m.	I-PER	0.034024
prev_word.lower():zee	O	0.033979
word.prefix2:pl	O	0.033773
next_word.lower():,	I-LOC	0.033601
word.lower():zandeweer	B-LOC	0.033575
word.prefix3:Wil	I-PER	0.033405
word.prefix3:Mev	O	0.033181
word.suffix3:sie	I-PER	0.032849
next_word.istitle()	O	0.032596
next_word.lower():haand	O	0.032431
word.lower():leermeester	O	0.032389
word.wordshape():XXXXXX	O	0.032313
word.suffix3:k'n	O	0.032161
word.prefix3:d’b	O	0.032156
word.lower():het	I-PER	0.03206
next_word.lower():begreep	B-PER	0.031952
word.prefix3:zeg	O	0.031906
word.lower():zusters	O	0.031866
word.lower():zaandam	B-LOC	0.031761
word.lower():wacht	O	0.031739
word.lower():keppen	B-PER	0.031664
next_word.lower():schoft	B-PER	0.031503
word.prefix3:man	O	0.031447
word.lower():prinses	O	0.031399
word.prefix3:Wac	O	0.031261
prev_word.lower():keppen	I-PER	0.031173
word.prefix3:ond	O	0.030666
word.suffix3:mer	B-MISC	0.030655
word.lower():oafschaid	O	0.030631
word.prefix3:Oaf	O	0.030631
word.prefix3:Vru	O	0.030562
word.suffix2:L.	O	0.030561
word.prefix2:Hi	I-PER	0.030345
next_word.lower():goud	O	0.03012
next_word.lower():grönnensch	O	0.02983
next_word.lower():misschain	I-PER	0.029714
word.suffix3:ner	B-PER	0.029424
word.suffix2:on	I-LOC	0.029423
word.lower():inlands	B-MISC	0.029277
next_word.lower():fabrikoat	B-MISC	0.029277
word.lower():bliede	O	0.029185
word.lower():d’toene	O	0.029157
next_word.lower():.	B-ORG	0.029048
word.suffix2:at	I-MISC	0.029038
word.prefix2:Dr	O	0.028866
next_word.lower():in	B-MISC	0.028634
word.suffix3:ijs	B-PER	0.028611
word.suffix2:js	B-PER	0.028611
word.prefix2:wa	O	0.028421
word.lower():kostverloren	B-LOC	0.028279
word.suffix3:'t	B-MISC	0.028079
word.prefix3:'t	B-MISC	0.028079
word.suffix3:aak	I-PER	0.028032
next_word.lower():kost	B-LOC	0.027997
word.suffix2:rs	O	0.027687
word.prefix3:ker	O	0.027525
word.prefix3:Sun	B-PER	0.027307
word.suffix3:iks	O	0.027085
word.prefix3:Bar	B-LOC	0.027067
next_word.lower():even	B-PER	0.027048
word.suffix2:ek	B-LOC	0.026803
prev_word.lower():neef	B-PER	0.026665
next_word.lower():wezen	I-PER	0.026202
word.suffix2:mt	O	0.026157
word.prefix3:boe	O	0.025988
word.prefix2:Oc	I-MISC	0.025978
word.prefix2:Sp	O	0.02564
next_word.lower():d'r	B-MISC	0.025526
word.suffix3:d'	B-LOC	0.025439
word.prefix3:d'	B-LOC	0.025439
word.lower():solwerd	B-LOC	0.025092
word.prefix3:Sol	B-LOC	0.025092
word.prefix2:is	O	0.024765
word.prefix3:Nee	O	0.024604
word.prefix3:Moo	I-PER	0.024478
word.lower():noordhorn	B-LOC	0.024289
word.lower():trillen	O	0.024274
word.lower():ziezoo	O	0.024207
word.suffix3:is	O	0.024121
word.prefix3:is	O	0.024121
next_word.lower():kerels	O	0.024065
next_word.lower():dan	O	0.023552
prev_word.lower():tru	O	0.023398
word.lower():mouder	O	0.023354
word.prefix3:Dok	O	0.022916
word.prefix2:Me	I-MISC	0.022821
next_word.lower():.	B-PER	0.022473
word.suffix3:auw	I-PER	0.022418
prev_word.lower():bemouderde	B-PER	0.022381
word.suffix3:der	B-MISC	0.022315
word.prefix2:Ke	I-ORG	0.022145
word.prefix2:Bo	B-PER	0.021988
word.lower():d'	B-LOC	0.021727
word.lower():daor	O	0.021635
word.prefix3:Mon	O	0.021586
word.prefix2:Le	O	0.021556
word.prefix3:Eli	I-PER	0.021455
word.suffix3:erd	I-PER	0.021107
word.lower():houweliks	B-MISC	0.020581
next_word.lower():gedenkstuk	B-MISC	0.020581
word.prefix2:de	I-ORG	0.020416
word.suffix2:d'	B-LOC	0.020406
prev_word.lower():stugge	B-LOC	0.020334
prev_word.lower():albert	I-PER	0.020066
word.suffix2:'t	B-MISC	0.020032
word.suffix3:ber	B-PER	0.019845
word.suffix3:hen	O	0.019817
word.lower():gezegd	O	0.019578
prev_word.lower():secuurder	O	0.019578
word.suffix2:lk	O	0.019521
word.suffix3:tem	O	0.019517
word.prefix2:wr	O	0.019128
prev_word.lower():toch	O	0.019084
next_word.lower():op	I-MISC	0.018954
word.lower():stem	O	0.018859
word.prefix3:Hah	I-PER	0.018499
next_word.lower():proat	I-PER	0.018418
word.prefix3:Vie	O	0.018382
word.lower():gril	O	0.018355
prev_word.lower():och	B-PER	0.018236
word.lower():lampen	O	0.017712
word.lower():blaanke	O	0.017545
next_word.lower():zich	O	0.017486
word.lower():'e	O	0.017127
word.suffix3:'e	O	0.017127
word.suffix2:'e	O	0.017127
word.prefix3:'e	O	0.017127
word.lower():thoes	O	0.017044
word.suffix3:eld	B-PER	0.016563
word.suffix2:ep	O	0.016513
word.suffix3:sen	B-LOC	0.016127
word.suffix2:an	I-MISC	0.016119
next_word.lower():vol	O	0.016068
word.suffix3:nen	O	0.016055
word.lower():blaosdoedels	O	0.015441
next_word.isupper()	O	0.015422
word.suffix3:uus	I-PER	0.015311
word.lower():wils	I-PER	0.015284
word.prefix2:To	B-LOC	0.015064
word.prefix3:wro	O	0.01483
word.lower():droz	O	0.01477
word.suffix3:roz	O	0.01477
word.suffix2:oz	O	0.01477
word.suffix2:is	B-LOC	0.014729
prev_word.lower():mos	B-PER	0.014661
prev_word.lower():groote	O	0.014522
word.suffix2:es	I-LOC	0.014235
word.prefix2:St	O	0.014188
word.lower():kommerzijl	B-LOC	0.014171
word.prefix2:He	O	0.013716
next_word.lower():wuir	B-PER	0.012913
word.suffix3:gen	B-MISC	0.012807
word.prefix2:kn	O	0.012734
word.wordshape():Xxxxxxxxxx	I-LOC	0.012655
word.suffix2:je	I-PER	0.012513
word.suffix3:ijl	B-LOC	0.012264
word.suffix2:jl	B-LOC	0.012264
word.prefix2:'t	B-MISC	0.011991
prev_word.lower():zel	B-PER	0.011475
word.lower():velings	O	0.011471
word.suffix3:en	I-ORG	0.011118
word.prefix3:en	I-ORG	0.011118
prev_word.lower():beroerder	O	0.011099
word.lower():jantje	B-PER	0.011049
prev_word.lower():heur	B-LOC	0.010964
word.lower():w	I-PER	0.010929
word.suffix3:W	I-PER	0.010929
word.suffix2:W	I-PER	0.010929
word.prefix3:W	I-PER	0.010929
word.prefix2:W	I-PER	0.010929
word.prefix3:Kos	B-LOC	0.010613
word.prefix2:Va	B-MISC	0.010584
prev_word.lower():joap	I-PER	0.010413
next_word.punct	B-LOC	0.010078
word.lower():geef	O	0.009998
word.suffix3:ere	B-PER	0.009891
word.prefix2:Sl	I-PER	0.00985
word.lower():raodhuus	I-LOC	0.009779
prev_word.lower():bremer	I-LOC	0.009779
word.lower():de	I-PER	0.009754
word.suffix2:de	B-MISC	0.009633
word.lower():knooien	O	0.009552
word.prefix3:beg	O	0.009374
word.lower():dunderdag	O	0.009156
next_word.lower():schikten	B-PER	0.009026
word.lower():ainvoudeg	O	0.008998
prev_word.lower():graauwde	B-PER	0.008912
prev_word.lower():!	B-LOC	0.008787
next_word.lower():lijnao	B-PER	0.008471
word.suffix3:ent	I-ORG	0.008399
word.lower():mienend	O	0.008026
next_word.lower():zeun	O	0.007864
word.lower():wrook'n	O	0.007796
next_word.lower():worr'n	O	0.007796
word.suffix2:nk	B-LOC	0.007759
word.wordshape():Xxx	B-PER	0.00771
word.prefix3:Ann	B-MISC	0.007487
word.suffix3:VAN	O	0.007475
word.prefix3:VAN	O	0.007475
word.prefix2:VA	O	0.007475
prev_word.isupper()	B-LOC	0.007434
word.lower():levert	O	0.007431
word.suffix3:ger	O	0.007401
word.suffix3:ber	I-MISC	0.007358
word.lower():laip	O	0.007257
word.lower():hahn	I-PER	0.007206
word.suffix3:ahn	I-PER	0.007206
word.suffix2:hn	I-PER	0.007206
next_word.lower():overgedrukt	I-PER	0.007206
word.lower():opoe	O	0.007098
word.suffix3:poe	O	0.007098
word.prefix3:Opo	O	0.007098
word.lower():zoodat	O	0.007076
word.prefix3:ien	O	0.006979
word.prefix3:Har	O	0.00697
word.prefix3:Slo	I-PER	0.006837
word.suffix2:ak	I-MISC	0.006643
word.lower():akkoord	O	0.006398
word.lower():monsterding	O	0.006261
prev_word.lower():windenergie	O	0.006002
prev_word.lower():wat	O	0.005849
next_word.lower():d'r	I-PER	0.005513
word.lower():heleni	I-LOC	0.005001
word.suffix3:eni	I-LOC	0.005001
word.suffix2:ni	I-LOC	0.005001
word.suffix3:uur	B-MISC	0.004985
word.prefix2:En	B-PER	0.004904
next_word.lower():ain	O	0.004712
word.suffix3:and	I-PER	0.004658
word.suffix3:sen	I-PER	0.004602
word.suffix3:oog	O	0.004599
word.lower():holst	O	0.004508
prev_word.lower():bruken	O	0.004444
word.lower():zummers	O	0.004351
word.lower():hail	O	0.004322
word.suffix2:ze	B-PER	0.004317
next_word.lower():varf	O	0.004249
prev_word.lower()::	B-MISC	0.004203
prev_word.lower():d'	I-LOC	0.004181
word.prefix3:Aiz	B-LOC	0.00414
word.lower():achterdiep	B-LOC	0.004062
word.lower():klopte	O	0.004054
word.prefix3:Dis	O	0.004018
next_word.lower():denderend	O	0.00389
next_word.lower():langers	B-LOC	0.003889
word.wordshape():X.	I-PER	0.003819
word.lower():hierzoo	O	0.003701
word.prefix3:Kwo	O	0.003562
word.prefix2:ST	O	0.003347
next_word.lower():present	B-ORG	0.003238
word.suffix3:Den	B-LOC	0.003065
word.suffix2:ng	I-PER	0.003045
word.lower():mozzels	O	0.002966
prev_word.lower():'s	B-LOC	0.002918
word.prefix2:d'	B-LOC	0.002787
next_word.lower():snieder	B-PER	0.002763
word.lower():dien	O	0.002698
prev_word.lower():achterhouk	O	0.002639
next_word.lower():overiesel	O	0.002639
word.prefix3:laa	O	0.002585
word.lower():pronkjewail	O	0.002415
word.prefix2:Ja	B-MISC	0.002383
word.lower():jaze	O	0.002005
next_word.lower():begunt	B-PER	0.001942
word.prefix3:meu	O	0.001941
next_word.lower():jj.	O	0.001745
word.suffix3:oar	O	0.001689
next_word.lower():mag	B-PER	0.001676
word.prefix3:Den	B-LOC	0.001642
word.prefix2:Fo	O	0.001627
word.prefix3:Sch	B-PER	0.001497
word.prefix2:Sc	B-PER	0.001497
word.prefix3:Hui	O	0.001469
word.suffix3:ter	B-PER	0.001379
next_word.lower():e	O	0.001342
word.lower():benoam	O	0.00133
prev_word.lower():deur	B-LOC	0.00131
word.lower():gain	O	0.001237
word.lower():freerd	B-PER	0.001208
word.lower():wilkes	I-PER	0.001198
prev_word.lower():faas	I-PER	0.001198
word.lower():verteld	O	0.001194
next_word.lower():dwars	O	0.001134
word.prefix3:Han	B-MISC	0.001026
word.prefix2:Wi	B-ORG	0.000975
word.prefix2:Fa	B-LOC	0.00095
word.prefix2:al	O	0.000923
word.prefix2:de	B-PER	0.00087
word.lower():smiet	O	0.000867
next_word.lower():wetholder	O	0.000793
next_word.lower():wol	B-PER	0.000769
word.prefix3:oor	O	0.000754
word.suffix2:nd	O	0.000719
next_word.lower():haaren	O	0.000678
word.lower():recht	O	0.000605
word.suffix2:na	B-LOC	0.000546
word.prefix3:Kin	O	0.000542
word.prefix2:De	I-ORG	0.000533
word.lower():de	B-ORG	0.0005
next_word.lower():dei	O	0.000481
word.suffix3:DER	O	0.000481
word.lower():autocaroussel	O	0.000476
prev_word.lower():fraische	O	0.000476
prev_word.lower():k.	B-LOC	0.000439
word.prefix2:d'	O	0.000421
word.prefix2:en	I-ORG	0.000402
word.suffix2:lu	O	0.000401
prev_word.lower():zien	B-PER	0.000393
word.lower():oethoester	B-LOC	0.000393
next_word.lower():aan	O	0.000392
word.lower():jong	O	0.000377
word.suffix2:ap	I-LOC	0.000376
next_word.lower():raidaip	O	0.000319
word.suffix3:uwe	O	0.000312
word.prefix2:Ra	B-PER	0.000302
word.prefix2:Ie	B-PER	0.000297
prev_word.lower():groote	I-LOC	0.000297
word.prefix2:J.	O	0.000291
word.lower():en	I-ORG	0.000267
word.lower():fut	O	0.00024
word.suffix3:ils	I-PER	0.000236
word.suffix3:FUT	O	0.000235
word.suffix2:UT	O	0.000235
word.prefix3:FUT	O	0.000235
word.prefix2:FU	O	0.000235
word.suffix2:un	B-MISC	0.000211
word.suffix3:aag	O	0.00019
word.lower():daind	O	0.00019
word.lower():j.	O	0.000175
word.suffix3:J.	O	0.000175
word.suffix2:J.	O	0.000175
word.prefix3:J.	O	0.000175
next_word.lower():komen	O	0.000164
word.prefix3:Fri	B-PER	0.00016
word.lower():mörn	O	0.000158
next_word.lower():man	B-MISC	0.000142
next_word.lower():wold	B-PER	0.000132
next_word.lower():veurgoud	O	0.000121
word.prefix3:Oet	B-LOC	0.000118
word.prefix2:Oe	B-LOC	0.000118
next_word.lower():zun	O	0.000102
word.suffix2:nt	I-ORG	9.6e-05
next_word.lower():zol	O	7.9e-05
prev_word.lower():jj.	O	7.8e-05
next_word.lower():tjuchem	O	7.8e-05
word.ingazetteer	I-LOC	7.7e-05
next_word.lower():dus	O	6.8e-05
next_word.lower():as	I-LOC	5.1e-05
prev_word.lower():d'r	O	5.1e-05
next_word.lower():zail	O	4.7e-05
word.wordshape():xxxxxx	B-PER	4.5e-05
word.prefix3:Mar	I-ORG	4.3e-05
word.prefix3:Jaz	O	3.9e-05
word.suffix3:men	O	3.9e-05
word.lower():schient	O	3.6e-05
word.prefix3:den	B-LOC	3.5e-05
next_word.lower():stiefhoorn	O	2.4e-05
word.prefix3:Maa	I-MISC	2.1e-05
word.prefix3:Gru	I-LOC	2e-05
prev_word.lower():onze	O	1.8e-05
word.suffix3:TAD	O	1.8e-05
word.suffix2:AD	O	1.8e-05
word.prefix3:STA	O	1.8e-05
word.lower():jonkse	O	1.7e-05
word.suffix2:ud	B-PER	1.4e-05
word.lower():d’steert	O	1.4e-05
word.prefix3:Hei	B-PER	1.2e-05
next_word.lower():jonge	O	1e-05
next_word.lower():amerikoa	B-LOC	9e-06
word.prefix3:Hel	I-LOC	8e-06
word.suffix3:fen	B-LOC	7e-06
next_word.lower():huig	O	7e-06
word.prefix2:Zo	I-LOC	4e-06
word.suffix2:he	O	4e-06
word.prefix3:Mun	B-PER	4e-06
word.prefix2:Sl	O	4e-06
word.prefix3:Pla	B-PER	3e-06
word.lower():groot	B-LOC	2e-06
next_word.lower():meerten	B-MISC	2e-06
word.lower():wicht	O	1e-06
word.lower():gait	O	1e-06
word.prefix2:Bl	I-PER	1e-06
prev_word.lower():knikt	O	1e-06
prev_word.lower():halve	O	1e-06
next_word.lower():bie	I-LOC	0.0
word.prefix2:Hi	O	0.0
prev_word.lower():dei	B-MISC	0.0
word.prefix2:He	B-MISC	-0.0
word.suffix2:uw	I-PER	0.0
prev_word.lower():loater	O	0.0
word.prefix3:Inl	B-MISC	0.0
next_word.lower():stadion	B-LOC	-0.0
word.suffix2:IN	O	0.0
word.prefix2:Fi	I-PER	-6e-06
word.suffix3:TER	O	-1.4e-05
word.lower():gouie	O	-1.5e-05
prev_word.lower():ver	O	-1.8e-05
word.wordshape():Xxxxxxxx	B-ORG	-2.9e-05
prev_word.lower():d	O	-5.7e-05
word.suffix2:er	I-MISC	-6.2e-05
prev_word.isdigit()	B-LOC	-7.2e-05
word.wordshape():Xxxxxxxxx	I-PER	-0.000108
word.suffix3:pen	I-PER	-0.000114
prev_word.lower():de	I-MISC	-0.000147
word.suffix3:ies	B-PER	-0.000176
next_word.lower():boven	B-PER	-0.000194
next_word.lower():weg	O	-0.000281
word.suffix3:en	O	-0.000505
word.prefix3:en	O	-0.000505
next_word.lower():hom	B-PER	-0.0006
word.suffix2:ud	B-LOC	-0.000681
word.wordshape():Xxxxxxxxx	I-MISC	-0.000849
word.suffix3:est	O	-0.000857
word.lower():g.	B-PER	-0.000925
word.suffix3:G.	B-PER	-0.000925
word.suffix2:G.	B-PER	-0.000925
word.prefix3:G.	B-PER	-0.000925
word.prefix2:G.	B-PER	-0.000925
word.suffix2:jn	O	-0.001135
word.suffix3:ijn	O	-0.001136
next_word.lower():brocht	O	-0.001143
next_word.lower():zit	O	-0.001237
prev_word.lower():teis	I-PER	-0.001334
word.suffix3:ter	O	-0.001379
word.prefix2:en	O	-0.001384
word.lower():stientje	B-PER	-0.001416
next_word.lower():speulen	O	-0.001474
word.lower():bruud	O	-0.001577
prev_word.lower():kwamp	O	-0.00169
next_word.lower():har	O	-0.001904
next_word.lower():ston	O	-0.00224
next_word.lower():vroag	O	-0.002505
word.lower():den	O	-0.002507
word.lower():riek	O	-0.002673
word.prefix2:Ao	O	-0.002999
word.lower():diek	O	-0.003112
next_word.lower():!	O	-0.004238
prev_word.lower():tjoard	I-PER	-0.004252
word.suffix2:ut	O	-0.005266
next_word.lower():nederland	O	-0.005315
prev_word.lower():hail	O	-0.006281
word.prefix2:'n	O	-0.006408
word.prefix3:Ann	O	-0.006418
word.prefix3:Gru	B-LOC	-0.006784
word.prefix2:Pe	B-LOC	-0.007487
next_word.lower():,	B-MISC	-0.007594
prev_word.lower():j.	O	-0.007598
word.suffix3:de	B-LOC	-0.007645
word.prefix3:de	B-LOC	-0.007645
word.prefix3:Pos	O	-0.007753
word.lower():post	O	-0.007829
word.prefix3:sta	B-LOC	-0.008148
word.prefix2:mu	O	-0.008183
word.prefix3:Spr	I-MISC	-0.008224
word.suffix3:'n	O	-0.008319
word.prefix3:'n	O	-0.008319
next_word.istitle()	I-LOC	-0.008651
word.suffix3:oor	O	-0.008696
next_word.lower():ouwerd	O	-0.008744
word.suffix3:ban	O	-0.00936
next_word.punct	I-MISC	-0.009514
word.suffix3:ine	B-PER	-0.009992
word.suffix3:uts	O	-0.010151
word.prefix2:To	O	-0.010287
word.prefix2:Mu	B-PER	-0.010372
next_word.lower():doar	B-PER	-0.010874
word.suffix3:ach	O	-0.011924
word.prefix3:Meu	O	-0.01196
word.lower():oomke	I-PER	-0.012036
prev_word.lower():vruig	O	-0.012219
next_word.lower():ienkwam	O	-0.01227
word.lower():schouwbörg	B-LOC	-0.012504
word.lower():daip	O	-0.012821
word.suffix3:het	O	-0.013165
word.prefix2:Pr	O	-0.013262
next_word.lower():muike	O	-0.013883
next_word.lower():woord	O	-0.014229
word.wordshape():xx	I-LOC	-0.01443
word.lower():heere	O	-0.015361
word.suffix3:ood	O	-0.015492
word.prefix3:Oom	I-PER	-0.01556
prev_word.lower():achter	O	-0.015661
word.suffix3:der	O	-0.015791
word.wordshape():Xxxxxx	B-LOC	-0.016368
word.prefix3:Van	B-PER	-0.016382
word.suffix3:pad	O	-0.016988
word.lower():hom	O	-0.017374
next_word.lower():as	O	-0.017635
prev_word.lower():eeren	O	-0.01848
next_word.lower():gloop	O	-0.018641
word.wordshape():Xxxx	I-MISC	-0.018643
word.prefix3:Oar	O	-0.018734
word.prefix3:lan	O	-0.01996
word.prefix3:wot	O	-0.02053
word.lower():oarend	O	-0.020968
word.suffix2:ne	B-MISC	-0.021073
word.lower():grieze	O	-0.021141
next_word.lower():zeden	O	-0.021288
prev_word.lower():het	B-PER	-0.021971
prev_word.lower():hij	O	-0.021997
word.suffix3:ark	O	-0.022925
word.suffix3:int	O	-0.023712
word.suffix2:ze	O	-0.023916
next_word.lower():of	O	-0.02398
next_word.lower():begreep	O	-0.024002
next_word.isupper()	I-LOC	-0.024006
word.suffix3:mke	I-PER	-0.024044
next_word.lower():;	B-LOC	-0.024181
word.lower():landschap	O	-0.024492
word.wordshape():Xxxxx	I-LOC	-0.024898
word.wordshape():xxxx	B-PER	-0.024969
word.isupper()	I-ORG	-0.025245
next_word.lower():uut	I-PER	-0.025955
next_word.lower()::	I-LOC	-0.026594
prev_word.lower():gôlln	O	-0.026882
next_word.lower():zwier	O	-0.027104
word.prefix3:Her	O	-0.028455
word.suffix3:urt	O	-0.029467
word.suffix2:en	I-MISC	-0.03165
prev_word.lower():schone	O	-0.031941
word.wordshape():X	B-PER	-0.032648
word.suffix2:be	I-PER	-0.033009
next_word.lower():komst	O	-0.033321
word.lower():ekbatana	B-PER	-0.033772
word.suffix3:ana	B-PER	-0.033772
word.prefix3:Ekb	B-PER	-0.033772
prev_word.lower():op	B-PER	-0.033777
word.suffix3:ngs	O	-0.035344
word.suffix3:aat	O	-0.035651
word.prefix2:Fi	B-PER	-0.036026
prev_word.lower():g.	I-PER	-0.036148
word.wordshape():xxxxxx	B-MISC	-0.037179
word.suffix2:we	O	-0.03776
next_word.lower():zo	O	-0.038209
word.suffix2:em	B-PER	-0.038528
next_word.lower():post	O	-0.038993
word.suffix2:nd	B-LOC	-0.039176
next_word.lower():aal	O	-0.040024
word.lower():k	O	-0.040159
word.suffix3:ing	B-PER	-0.040506
next_word.lower():vertelt	O	-0.040989
word.suffix3:oar	I-PER	-0.041122
next_word.lower():.	I-LOC	-0.04165
prev_word.lower():ook	O	-0.043614
word.suffix2:uk	O	-0.044024
word.ingazetteer	I-ORG	-0.044348
word.suffix2:ne	O	-0.044365
prev_word.lower():aol	O	-0.04458
word.prefix3:Rie	O	-0.045697
prev_word.lower():olle	B-PER	-0.04581
word.lower():mans	O	-0.045841
word.prefix3:Ain	B-PER	-0.045922
word.prefix2:Ze	B-MISC	-0.046025
next_word.lower():is	O	-0.046046
next_word.lower():huift	O	-0.04611
word.suffix3:rke	O	-0.046529
next_word.lower():der	O	-0.047193
prev_word.lower():woar	B-PER	-0.047229
next_word.lower():lange	O	-0.047493
word.suffix2:te	I-PER	-0.047756
word.istitle()	B-ORG	-0.048215
word.suffix3:ouk	O	-0.0489
word.prefix3:Bru	B-PER	-0.049145
word.suffix3:Van	O	-0.050322
word.suffix3:örg	O	-0.051969
next_word.lower():haar	B-PER	-0.053205
word.prefix2:He	I-PER	-0.053657
prev_word.lower():der	O	-0.054163
next_word.lower():mit	B-MISC	-0.054468
next_word.lower():peerd	O	-0.054537
word.wordshape():Xxxx	B-ORG	-0.05512
word.lower():grunneger	B-LOC	-0.055273
word.ingazetteer	B-ORG	-0.055436
word.suffix2:og	O	-0.056575
word.prefix3:Lou	O	-0.05686
word.prefix3:Gôl	O	-0.057865
word.prefix2:Gô	O	-0.057865
word.suffix2:st	B-MISC	-0.058426
prev_word.lower():25	O	-0.058428
next_word.lower():laag	O	-0.058606
prev_word.lower():v.	O	-0.059152
prev_word.lower():aole	O	-0.059638
word.lower():volk	O	-0.059956
word.suffix3:end	O	-0.060921
word.suffix2:de	I-PER	-0.061458
next_word.lower():stilte	O	-0.061848
